,Unnamed: 0,Date,Home,xG_Home,xG_Away,Away,Referee,xGA_Home,xGA_Away,Home_Fatigue,Away_Fatigue,Temp,Humidity,Wind,Referee_Bias,G_Home,G_Away,Result
553,553,11-01-2020 15:00,Chelsea,0.0,0.7,Burnley,Kevin Friend,0.0,0.5,Moderate,Low,Low,Moderate,Moderate,Away,0,1,Away
554,554,11-01-2020 15:00,Everton,0.5,1.4,Brighton,David Coote,0.4,1.3,Moderate,Moderate,Moderate,High,Moderate,Away,0,1,Away
555,555,11-01-2020 15:00,Leicester City,2.2,0.4,Southampton,Lee Mason,2.0,0.3,Moderate,High,Low,High,Low,Home,0,0,Draw
556,556,11-01-2020 15:00,Wolves,0.6,1.4,Newcastle Utd,Peter Bankes,0.6,1.0,Low,Low,Low,Moderate,Low,Home,0,1,Away
557,557,11-01-2020 15:00,Manchester Utd,0.2,1.1,Norwich City,Anthony Taylor,1.8,1.6,Low,Low,Moderate,Moderate,Moderate,Home,2,0,Home
558,558,11-01-2020 17:30,Tottenham,1.5,0.8,Liverpool,Martin Atkinson,0.6,0.7,Low,Low,Moderate,High,Moderate,Home,3,0,Home
559,559,12-01-2020 14:00,Bournemouth,0.8,1.5,Watford,Mike Dean,0.7,1.2,Low,Moderate,Moderate,High,Low,Home,1,0,Home
560,560,12-01-2020 16:30,Aston Villa,1.9,1.7,Manchester City,Jonathan Moss,0.8,1.3,Moderate,Moderate,Low,Moderate,Moderate,Away,3,1,Home
561,561,18-01-2020 12:30,Watford,0.8,0.9,Tottenham,Michael Oliver,0.6,0.3,Moderate,Moderate,Moderate,Moderate,Low,Home,0,2,Away
562,562,18-01-2020 15:00,Arsenal,2.7,1.4,Sheffield Utd,Mike Dean,1.5,1.3,Low,Low,Low,High,Low,Away,4,1,Home
563,563,18-01-2020 15:00,Norwich City,0.7,2.3,Bournemouth,Paul Tierney,0.4,1.6,Moderate,Moderate,Low,Moderate,Moderate,Away,0,4,Away
564,564,18-01-2020 15:00,Manchester City,1.3,1.1,Crystal Palace,Graham Scott,1.3,1.0,Low,Moderate,Moderate,High,Moderate,Home,0,1,Away
565,565,18-01-2020 15:00,Southampton,1.0,0.9,Wolves,Darren England,0.7,1.2,Moderate,Low,Low,High,High,Away,1,2,Away
566,566,18-01-2020 15:00,Brighton,1.5,2.2,Aston Villa,Andy Madley,1.0,2.0,Low,Low,Moderate,Moderate,Moderate,Away,1,4,Away
567,567,18-01-2020 15:00,West Ham,5.9,0.4,Everton,Andre Marriner,4.3,0.4,Moderate,Moderate,Moderate,Moderate,Moderate,Home,8,0,Home
568,568,18-01-2020 17:30,Newcastle Utd,2.2,1.6,Chelsea,Chris Kavanagh,0.8,2.0,Low,Moderate,Moderate,High,Low,Home,2,1,Home
569,569,19-01-2020 14:00,Burnley,2.7,0.9,Leicester City,Anthony Taylor,1.6,0.8,Moderate,Low,Low,High,Moderate,Away,2,1,Home
570,570,19-01-2020 16:30,Liverpool,0.5,2.0,Manchester Utd,Craig Pawson,0.5,1.6,Moderate,Moderate,Moderate,High,Moderate,Away,2,3,Away
571,571,21-01-2020 19:30,Crystal Palace,1.1,0.5,Southampton,Andre Marriner,0.8,0.5,Moderate,Moderate,Low,High,High,Home,0,2,Away
572,572,21-01-2020 19:30,Everton,3.3,0.6,Newcastle Utd,Simon Hooper,1.8,0.5,Low,Moderate,Moderate,High,Moderate,Away,3,0,Home
573,573,21-01-2020 19:30,Aston Villa,1.9,0.4,Watford,Martin Atkinson,1.1,0.4,Moderate,Moderate,Low,High,Moderate,Away,2,0,Home
574,574,21-01-2020 19:30,Sheffield Utd,1.2,0.2,Manchester City,Lee Mason,1.2,0.2,Low,Moderate,Low,Moderate,Low,Away,1,0,Home
575,575,21-01-2020 19:30,Bournemouth,1.4,1.0,Brighton,Kevin Friend,1.1,1.0,Low,Low,Moderate,High,Low,Away,3,1,Home
576,576,21-01-2020 20:15,Chelsea,1.3,0.9,Arsenal,Stuart Attwell,0.9,0.7,Low,Moderate,Moderate,High,Low,Away,1,0,Home
577,577,22-01-2020 19:30,Leicester City,1.3,0.5,West Ham,David Coote,0.7,0.6,Low,Low,Moderate,High,Low,Home,2,0,Home
578,578,22-01-2020 19:30,Tottenham,1.0,0.1,Norwich City,Chris Kavanagh,0.8,0.1,Moderate,Moderate,Low,Low,Low,Away,1,0,Home
579,579,22-01-2020 20:15,Manchester Utd,0.5,1.6,Burnley,Jonathan Moss,0.5,1.2,Moderate,Low,Moderate,High,High,Away,0,1,Away
580,580,23-01-2020 20:00,Wolves,1.2,0.2,Liverpool,Michael Oliver,0.5,0.1,Low,Low,Moderate,High,High,Away,2,0,Home
581,581,29-01-2020 19:45,West Ham,0.8,0.6,Liverpool,Jonathan Moss,0.7,0.5,Low,High,Low,High,Low,Away,2,1,Home
582,582,01-02-2020 12:30,Leicester City,0.7,2.1,Chelsea,Lee Mason,0.5,1.5,Low,Moderate,Moderate,High,Low,Home,0,2,Away
583,583,01-02-2020 15:00,West Ham,1.0,1.0,Brighton,Michael Oliver,0.8,0.8,Moderate,Moderate,Moderate,Moderate,Low,Away,1,2,Away
584,584,01-02-2020 15:00,Watford,0.9,2.9,Everton,Craig Pawson,0.5,0.5,Moderate,Moderate,Moderate,Moderate,Low,Away,2,5,Away
585,585,01-02-2020 15:00,Crystal Palace,0.3,1.4,Sheffield Utd,Andy Madley,0.3,1.3,Low,Low,Low,Moderate,Low,Away,0,2,Away
586,586,01-02-2020 15:00,Liverpool,0.8,0.2,Southampton,Kevin Friend,0.7,0.1,Moderate,Moderate,Moderate,Moderate,Moderate,Away,2,0,Home
587,587,01-02-2020 15:00,Bournemouth,0.1,2.7,Aston Villa,Anthony Taylor,0.1,0.9,High,Moderate,Low,Moderate,Moderate,Home,0,1,Away
588,588,01-02-2020 15:00,Newcastle Utd,3.1,0.5,Norwich City,Martin Atkinson,2.5,0.3,Low,Moderate,Low,Moderate,Low,Away,5,1,Home
589,589,01-02-2020 17:30,Manchester Utd,0.6,0.8,Wolves,Paul Tierney,0.5,0.7,Low,Low,Moderate,Moderate,Low,Away,2,2,Draw
590,590,02-02-2020 14:00,Burnley,1.0,1.4,Arsenal,Chris Kavanagh,0.6,0.6,Low,Moderate,Moderate,Low,Low,Away,2,1,Home
591,591,02-02-2020 16:30,Tottenham,2.2,0.4,Manchester City,Mike Dean,1.3,1.3,High,High,Moderate,High,Moderate,Away,3,2,Home
592,592,08-02-2020 12:30,Everton,0.8,1.0,Crystal Palace,David Coote,0.6,0.8,Moderate,Moderate,Low,High,Moderate,Away,2,1,Home
593,593,08-02-2020 17:30,Brighton,0.5,2.0,Watford,Kevin Friend,0.2,1.9,Moderate,Moderate,Moderate,High,Moderate,Home,0,2,Away
594,594,09-02-2020 14:00,Sheffield Utd,0.5,0.8,Bournemouth,Jonathan Moss,0.4,0.8,Moderate,Moderate,Low,High,Low,Home,1,1,Draw
595,595,14-02-2020 20:00,Wolves,1.1,3.4,Leicester City,Mike Dean,0.4,2.5,Moderate,Moderate,Moderate,Moderate,Low,Away,1,3,Away
596,596,15-02-2020 12:30,Southampton,2.5,0.6,Burnley,Simon Hooper,0.9,0.4,High,Moderate,Moderate,High,Moderate,Home,3,0,Home
597,597,15-02-2020 17:30,Norwich City,1.0,0.5,Liverpool,Stuart Attwell,1.0,0.4,Low,Low,Low,High,Moderate,Home,1,1,Draw
598,598,16-02-2020 14:00,Aston Villa,2.5,2.3,Tottenham,Martin Atkinson,1.4,0.9,Moderate,Low,Moderate,Moderate,High,Home,3,3,Draw
599,599,16-02-2020 16:30,Arsenal,1.4,2.5,Newcastle Utd,Lee Mason,1.0,2.5,Moderate,Moderate,Moderate,High,Low,Home,1,5,Away
600,600,17-02-2020 20:00,Chelsea,0.7,1.8,Manchester Utd,Anthony Taylor,0.6,1.5,Low,Moderate,Moderate,Moderate,Moderate,Home,1,1,Draw
601,601,19-02-2020 19:30,Manchester City,0.8,1.7,West Ham,Kevin Friend,0.4,1.4,High,Moderate,Low,High,Moderate,Home,0,2,Away
602,602,22-02-2020 12:30,Chelsea,0.3,1.6,Tottenham,Michael Oliver,1.7,0.4,Moderate,High,Moderate,High,High,Home,0,4,Away
603,603,22-02-2020 15:00,Crystal Palace,0.9,2.4,Newcastle Utd,Peter Bankes,0.7,1.3,Low,Low,Moderate,Moderate,Low,Away,0,2,Away
604,604,22-02-2020 15:00,Southampton,1.2,0.6,Aston Villa,Craig Pawson,0.2,0.4,Low,Low,Moderate,Moderate,Low,Away,1,0,Home
605,605,22-02-2020 15:00,Burnley,0.5,0.6,Bournemouth,Mike Dean,0.2,0.6,Moderate,High,Low,High,Moderate,Away,0,1,Away
606,606,22-02-2020 15:00,Sheffield Utd,0.5,1.4,Brighton,Graham Scott,0.4,1.2,High,Moderate,Low,High,Low,Home,1,2,Away
607,607,22-02-2020 17:30,Leicester City,0.7,2.6,Manchester City,Paul Tierney,0.7,1.7,Moderate,High,Low,High,Low,Away,0,3,Away
608,608,23-02-2020 14:00,Wolves,1.2,1.4,Norwich City,Chris Kavanagh,0.7,1.2,Low,Moderate,Low,High,Low,Home,1,1,Draw
609,609,23-02-2020 14:00,Manchester Utd,1.4,0.3,Watford,Martin Atkinson,0.9,0.2,Low,Low,Low,Moderate,Moderate,Home,1,0,Home
610,610,23-02-2020 16:30,Arsenal,0.1,1.4,Everton,Stuart Attwell,0.1,1.2,Moderate,Low,Low,High,Low,Away,0,0,Draw
611,611,24-02-2020 20:00,Liverpool,0.3,3.1,West Ham,Jonathan Moss,0.3,3.0,Low,Low,Moderate,Moderate,Low,Home,0,2,Away
612,612,28-02-2020 20:00,Norwich City,1.4,1.3,Leicester City,Craig Pawson,1.3,1.3,Moderate,Moderate,Low,High,Low,Home,1,1,Draw
613,613,29-02-2020 12:30,Brighton,0.9,2.4,Crystal Palace,Martin Atkinson,0.7,1.3,Low,Low,Moderate,Moderate,Low,Away,0,2,Away
614,614,29-02-2020 15:00,West Ham,0.6,1.4,Southampton,Anthony Taylor,0.5,1.4,Low,Low,Moderate,High,Moderate,Home,1,2,Away
615,615,29-02-2020 15:00,Bournemouth,1.1,1.4,Chelsea,Andre Marriner,0.9,0.7,Low,Low,Low,High,Moderate,Away,2,1,Home
616,616,29-02-2020 15:00,Newcastle Utd,0.5,1.7,Burnley,Andy Madley,0.5,0.5,Low,Moderate,Moderate,Moderate,Moderate,Away,0,2,Away
617,617,29-02-2020 17:30,Watford,1.7,2.0,Liverpool,Michael Oliver,0.7,1.6,Moderate,Low,Moderate,Moderate,Low,Home,2,2,Draw
618,618,01-03-2020 14:00,Tottenham,2.3,0.4,Wolves,Stuart Attwell,2.1,0.3,Moderate,High,Moderate,Moderate,Moderate,Home,3,0,Home
619,619,01-03-2020 14:00,Everton,0.9,0.4,Manchester Utd,Chris Kavanagh,0.9,0.3,Moderate,Low,Moderate,High,Low,Home,1,0,Home
620,620,07-03-2020 12:30,Liverpool,1.1,1.1,Bournemouth,Paul Tierney,0.9,1.0,Moderate,Moderate,Low,Moderate,Moderate,Away,1,1,Draw
621,621,07-03-2020 15:00,Wolves,0.6,1.7,Brighton,Andre Marriner,0.6,1.1,Low,Moderate,Moderate,Moderate,Moderate,Home,0,3,Away
622,622,07-03-2020 15:00,Crystal Palace,2.1,0.8,Watford,Anthony Taylor,2.0,0.7,Moderate,High,Low,High,Moderate,Home,1,1,Draw
623,623,07-03-2020 15:00,Southampton,1.3,0.6,Newcastle Utd,Graham Scott,1.2,0.6,Low,Moderate,Moderate,High,Low,Away,1,2,Away
624,624,07-03-2020 15:00,Arsenal,1.2,2.2,West Ham,Martin Atkinson,0.7,1.4,Low,Low,Low,High,Moderate,Away,1,2,Away
625,625,07-03-2020 15:00,Sheffield Utd,2.7,0.5,Norwich City,Simon Hooper,1.5,0.4,Low,Moderate,High,Low,Low,Home,4,2,Home
626,626,07-03-2020 17:30,Burnley,1.6,0.6,Tottenham,Jonathan Moss,1.4,0.5,Low,High,Moderate,High,Low,Home,2,0,Home
627,627,08-03-2020 14:00,Chelsea,1.0,1.5,Everton,Kevin Friend,1.0,0.7,Moderate,High,Moderate,Moderate,Moderate,Away,3,2,Home
628,628,08-03-2020 16:30,Manchester Utd,1.6,3.5,Manchester City,Mike Dean,0.8,2.9,Moderate,Moderate,Low,High,Low,Away,1,4,Away
629,629,09-03-2020 20:00,Leicester City,2.4,1.9,Aston Villa,Michael Oliver,2.1,0.4,Low,Low,Moderate,Moderate,Low,Home,1,1,Draw
630,630,17-06-2020 18:00,Aston Villa,1.6,0.1,Sheffield Utd,Michael Oliver,1.6,0.1,Low,Moderate,Moderate,High,Moderate,Home,5,0,Home
631,631,17-06-2020 20:15,Manchester City,1.9,0.7,Arsenal,Anthony Taylor,1.0,0.5,Low,Moderate,Moderate,Moderate,Moderate,Away,3,4,Away
632,632,19-06-2020 18:00,Norwich City,0.5,4.2,Southampton,Kevin Friend,0.5,1.7,Low,Low,Moderate,Moderate,Moderate,Home,0,6,Away
633,633,19-06-2020 20:15,Tottenham,1.4,1.8,Manchester Utd,Jonathan Moss,0.8,0.8,Moderate,Moderate,Moderate,Moderate,Low,Away,1,2,Away
634,634,20-06-2020 12:30,Watford,0.5,0.9,Leicester City,Craig Pawson,0.5,0.7,Moderate,High,Moderate,High,High,Away,0,3,Away
635,635,20-06-2020 15:00,Brighton,1.5,0.5,Arsenal,Martin Atkinson,1.5,0.5,Low,Moderate,Moderate,High,Low,Home,5,1,Home
636,636,20-06-2020 17:30,West Ham,2.5,1.5,Wolves,Anthony Taylor,0.6,0.4,Moderate,Moderate,Moderate,Moderate,Low,Home,4,1,Home
637,637,20-06-2020 19:45,Bournemouth,0.8,0.7,Crystal Palace,Stuart Attwell,0.5,0.6,Low,Low,Low,High,Low,Home,2,0,Home
638,638,21-06-2020 14:00,Newcastle Utd,0.9,2.7,Sheffield Utd,David Coote,0.8,1.4,Low,Low,Low,Moderate,Moderate,Home,2,2,Draw
639,639,21-06-2020 16:15,Aston Villa,0.9,1.1,Chelsea,Paul Tierney,0.8,1.2,Moderate,Moderate,Moderate,Moderate,Low,Home,2,1,Home
640,640,21-06-2020 19:00,Everton,2.8,1.0,Liverpool,Mike Dean,1.5,0.8,High,High,Moderate,High,Moderate,Home,0,0,Draw
641,641,22-06-2020 20:00,Manchester City,1.3,0.7,Burnley,Andre Marriner,1.2,0.4,Low,Low,Moderate,Moderate,Moderate,Home,1,1,Draw
642,642,23-06-2020 18:00,Leicester City,0.9,0.9,Brighton,Lee Mason,0.5,0.8,Moderate,Moderate,Low,High,Moderate,Away,0,1,Away
643,643,23-06-2020 20:15,Tottenham,3.6,0.8,West Ham,Craig Pawson,3.2,0.8,Low,Moderate,Low,Moderate,Low,Home,3,1,Home
644,644,24-06-2020 18:00,Norwich City,1.0,3.3,Everton,Andy Madley,0.8,3.2,Moderate,High,Low,High,Low,Away,1,5,Away
645,645,24-06-2020 18:00,Wolves,2.7,0.8,Bournemouth,Michael Oliver,1.7,0.2,Low,Moderate,Moderate,High,Moderate,Home,3,0,Home
646,646,24-06-2020 18:00,Manchester Utd,0.6,1.4,Sheffield Utd,Anthony Taylor,0.6,1.0,Low,Low,Low,Moderate,Low,Home,0,1,Away
647,647,24-06-2020 18:00,Newcastle Utd,0.9,0.4,Aston Villa,Chris Kavanagh,0.3,0.2,Moderate,High,Moderate,Moderate,Moderate,Away,0,1,Away
648,648,24-06-2020 20:15,Liverpool,0.6,1.1,Crystal Palace,Martin Atkinson,0.8,2.0,Low,Low,Low,High,Moderate,Away,1,1,Draw
649,649,25-06-2020 18:00,Southampton,4.4,1.6,Arsenal,Graham Scott,4.2,1.5,Low,Low,Moderate,High,Low,Home,3,0,Home
650,650,25-06-2020 18:00,Burnley,2.7,0.3,Watford,Mike Dean,1.3,0.0,Moderate,Moderate,Low,High,Low,Away,3,1,Home
651,651,25-06-2020 20:15,Chelsea,1.1,2.4,Manchester City,Stuart Attwell,0.8,1.2,Low,High,Moderate,High,Low,Home,2,2,Draw
652,652,27-06-2020 12:30,Aston Villa,2.6,1.0,Wolves,Craig Pawson,1.6,0.7,Moderate,Moderate,Moderate,High,Moderate,Home,4,0,Home
653,653,28-06-2020 16:30,Watford,1.6,0.3,Southampton,Michael Oliver,1.6,0.3,High,Moderate,Low,Moderate,Moderate,Away,0,0,Draw
654,654,29-06-2020 20:00,Crystal Palace,0.4,1.3,Burnley,Simon Hooper,0.4,1.2,Moderate,Moderate,Moderate,High,Moderate,Home,0,3,Away
655,655,30-06-2020 20:15,Brighton,2.7,0.9,Manchester Utd,Andre Marriner,1.6,0.8,Moderate,Low,Low,High,Moderate,Away,2,1,Home
656,656,01-07-2020 18:00,Bournemouth,2.1,1.4,Newcastle Utd,Kevin Friend,1.3,1.1,Moderate,Moderate,Low,High,Low,Away,2,1,Home
657,657,01-07-2020 18:00,Everton,2.7,0.2,Leicester City,David Coote,0.9,0.7,Low,High,Moderate,Moderate,Moderate,Home,2,0,Home
658,658,01-07-2020 18:00,Arsenal,0.6,1.0,Norwich City,Peter Bankes,0.5,0.9,Moderate,Moderate,Moderate,High,Low,Away,0,0,Draw
659,659,01-07-2020 20:15,West Ham,2.1,1.0,Chelsea,Martin Atkinson,1.1,0.8,Moderate,Low,Moderate,Moderate,Moderate,Away,2,2,Draw
660,660,02-07-2020 18:00,Sheffield Utd,1.3,1.5,Tottenham,Chris Kavanagh,1.0,0.9,Low,Moderate,Moderate,High,Moderate,Home,4,2,Home
661,661,02-07-2020 20:15,Manchester City,3.1,1.6,Liverpool,Anthony Taylor,2.7,0.8,Low,Low,Low,High,Moderate,Away,3,0,Home
662,662,04-07-2020 12:30,Norwich City,0.4,2.5,Brighton,Stuart Attwell,0.2,1.9,Low,Moderate,Moderate,Low,Moderate,Away,0,1,Away
663,663,04-07-2020 15:00,Leicester City,1.3,1.8,Crystal Palace,Jonathan Moss,0.8,1.1,Moderate,Moderate,Low,High,Low,Away,2,1,Home
664,664,04-07-2020 15:00,Manchester Utd,1.4,0.7,Bournemouth,Mike Dean,1.2,0.6,Moderate,Low,Low,High,High,Away,0,1,Away
665,665,04-07-2020 17:30,Wolves,1.7,1.4,Arsenal,Michael Oliver,0.3,1.6,Low,Moderate,Moderate,High,Moderate,Home,3,2,Home
666,666,04-07-2020 20:00,Chelsea,0.6,2.5,Watford,Kevin Friend,0.4,1.3,Moderate,Moderate,Moderate,Moderate,Low,Home,0,2,Away
667,667,05-07-2020 12:00,Burnley,2.2,0.2,Sheffield Utd,Peter Bankes,1.8,0.1,High,Moderate,Moderate,High,Low,Away,1,0,Home
668,668,05-07-2020 14:15,Newcastle Utd,2.2,1.3,West Ham,Craig Pawson,1.8,1.0,Low,Low,Moderate,Moderate,Low,Home,2,3,Away
669,669,05-07-2020 16:30,Liverpool,1.5,1.6,Aston Villa,Paul Tierney,1.0,1.5,Moderate,High,Moderate,High,Low,Home,2,2,Draw
670,670,05-07-2020 19:00,Southampton,1.6,1.2,Manchester City,Andre Marriner,1.6,0.9,Moderate,High,Moderate,High,Low,Away,1,2,Away
671,671,06-07-2020 20:00,Tottenham,1.4,0.7,Everton,Graham Scott,1.4,0.6,Moderate,Moderate,Low,High,Moderate,Home,2,0,Home
672,672,07-07-2020 18:00,Crystal Palace,0.1,0.2,Chelsea,David Coote,0.1,0.2,Low,Moderate,Moderate,High,Moderate,Away,0,1,Away
673,673,07-07-2020 18:00,Watford,2.4,1.4,Norwich City,Anthony Taylor,2.1,1.1,Low,Moderate,Moderate,High,Low,Home,4,1,Home
674,674,07-07-2020 20:15,Arsenal,1.6,1.8,Leicester City,Chris Kavanagh,1.3,1.8,High,Moderate,Moderate,High,Moderate,Away,2,3,Away
675,675,08-07-2020 18:00,Manchester City,0.8,0.8,Newcastle Utd,Andy Madley,0.6,0.8,Low,Moderate,Moderate,High,High,Away,1,2,Away
676,676,08-07-2020 18:00,West Ham,1.0,1.0,Burnley,Michael Oliver,0.9,0.4,Moderate,Moderate,Moderate,Moderate,High,Away,1,1,Draw
677,677,08-07-2020 18:00,Sheffield Utd,1.8,0.6,Wolves,Martin Atkinson,0.4,1.2,Moderate,Moderate,Moderate,High,Moderate,Away,0,1,Away
678,678,08-07-2020 20:15,Brighton,2.4,1.5,Liverpool,Craig Pawson,1.2,1.3,Low,Moderate,Moderate,High,Low,Home,3,2,Home
679,679,09-07-2020 18:00,Everton,0.6,0.7,Southampton,Lee Mason,0.6,0.4,High,Moderate,Moderate,Moderate,Low,Away,1,0,Home
680,680,09-07-2020 18:00,Bournemouth,0.2,2.5,Tottenham,Paul Tierney,1.3,0.4,High,High,Low,High,Low,Away,1,3,Away
681,681,09-07-2020 20:15,Aston Villa,0.6,1.4,Manchester Utd,Jonathan Moss,0.5,0.4,Low,Low,Low,High,Moderate,Away,1,1,Draw
682,682,11-07-2020 12:30,Norwich City,3.2,0.1,West Ham,Kevin Friend,1.3,1.9,Moderate,Moderate,Low,High,Low,Home,2,0,Home
683,683,11-07-2020 12:30,Watford,0.4,1.8,Newcastle Utd,Craig Pawson,0.4,0.9,Low,Low,Low,Moderate,Low,Home,0,2,Away
684,684,11-07-2020 15:00,Liverpool,0.8,0.1,Burnley,David Coote,1.1,0.6,Low,Moderate,Low,Moderate,Low,Home,2,0,Home
685,685,11-07-2020 17:30,Sheffield Utd,0.9,2.1,Chelsea,Andre Marriner,0.1,0.8,Moderate,Moderate,Moderate,Low,Moderate,Home,0,2,Away
686,686,11-07-2020 20:00,Brighton,0.1,2.5,Manchester City,Graham Scott,0.2,2.4,Moderate,Moderate,Moderate,Moderate,Low,Away,0,1,Away
687,687,12-07-2020 12:00,Wolves,0.7,2.3,Everton,Anthony Taylor,0.6,1.6,Low,Low,Moderate,High,Moderate,Home,1,4,Away
688,688,12-07-2020 14:15,Aston Villa,2.6,1.3,Crystal Palace,Martin Atkinson,1.0,1.3,High,High,Moderate,Moderate,Low,Away,1,2,Away
689,689,12-07-2020 16:30,Tottenham,1.6,0.6,Arsenal,Michael Oliver,1.5,0.3,Moderate,High,Moderate,Moderate,High,Home,2,0,Home
690,690,12-07-2020 19:00,Bournemouth,1.0,0.9,Leicester City,Stuart Attwell,0.9,0.6,Moderate,Moderate,Low,High,Low,Home,1,2,Away
691,691,13-07-2020 20:00,Manchester Utd,1.5,1.5,Southampton,Chris Kavanagh,1.2,0.6,Moderate,Low,Moderate,High,Moderate,Home,2,2,Draw
692,692,14-07-2020 20:15,Chelsea,0.7,1.3,Norwich City,Jonathan Moss,0.6,0.7,Moderate,High,Low,High,Moderate,Home,3,2,Home
693,693,15-07-2020 18:00,Newcastle Utd,1.9,1.1,Tottenham,David Coote,0.8,0.5,Low,Low,Moderate,High,Low,Home,3,1,Home
694,694,15-07-2020 18:00,Burnley,2.1,0.8,Wolves,Mike Dean,1.1,1.2,Low,Low,Moderate,Moderate,Low,Home,2,0,Home
695,695,15-07-2020 18:00,Manchester City,1.3,1.1,Bournemouth,Lee Mason,1.3,1.0,Low,Moderate,Moderate,High,Moderate,Home,0,1,Away
696,696,15-07-2020 20:15,Arsenal,1.9,0.6,Liverpool,Paul Tierney,0.4,0.3,Moderate,Low,Moderate,High,Low,Home,2,0,Home
697,697,16-07-2020 18:00,Leicester City,1.5,1.0,Sheffield Utd,Michael Oliver,1.4,1.0,Moderate,High,Moderate,High,Moderate,Away,2,2,Draw
698,698,16-07-2020 18:00,Everton,2.0,2.4,Aston Villa,Anthony Taylor,1.8,0.7,Moderate,Moderate,Low,High,Moderate,Away,3,2,Home
699,699,16-07-2020 20:15,Crystal Palace,0.9,1.6,Manchester Utd,Graham Scott,0.4,1.3,Low,Moderate,Moderate,High,Moderate,Away,0,0,Draw
700,700,16-07-2020 20:15,Southampton,1.8,0.8,Brighton,Andre Marriner,0.4,0.6,Low,Moderate,Moderate,High,Moderate,Home,0,1,Away
701,701,17-07-2020 20:00,West Ham,2.3,1.2,Watford,Martin Atkinson,1.0,1.0,High,Moderate,Moderate,Moderate,Moderate,Away,3,0,Home
702,702,18-07-2020 17:30,Norwich City,1.9,1.5,Burnley,Kevin Friend,1.0,1.5,Moderate,High,Low,High,Moderate,Away,1,0,Home
703,703,19-07-2020 14:00,Bournemouth,1.8,0.5,Southampton,Craig Pawson,1.7,0.4,Low,Moderate,Low,High,Moderate,Home,4,0,Home
704,704,19-07-2020 16:00,Tottenham,1.1,1.2,Leicester City,Anthony Taylor,1.1,0.9,Low,Moderate,Moderate,Moderate,Low,Away,0,1,Away
705,705,20-07-2020 18:00,Brighton,1.6,0.8,Newcastle Utd,Simon Hooper,1.4,0.6,Moderate,Moderate,Low,High,Moderate,Home,0,1,Away
706,706,20-07-2020 18:00,Sheffield Utd,1.0,0.1,Everton,Stuart Attwell,0.8,0.1,Moderate,Moderate,Low,Low,Low,Away,1,0,Home
707,707,20-07-2020 20:15,Wolves,0.6,0.5,Crystal Palace,Peter Bankes,0.6,0.3,Low,Moderate,Moderate,High,Low,Away,3,1,Home
708,708,21-07-2020 18:00,Watford,0.9,1.1,Manchester City,Michael Oliver,0.6,1.0,Low,Low,Moderate,High,Moderate,Home,1,1,Draw
709,709,21-07-2020 20:15,Aston Villa,0.9,3.4,Arsenal,Chris Kavanagh,0.2,2.0,Low,Moderate,Moderate,Moderate,Low,Away,1,6,Away
710,710,22-07-2020 18:00,Manchester Utd,0.9,1.7,West Ham,Paul Tierney,0.8,1.2,Low,Moderate,Moderate,Moderate,Low,Home,0,3,Away
711,711,22-07-2020 20:15,Liverpool,1.4,2.7,Chelsea,Andre Marriner,0.9,1.9,Moderate,Moderate,Low,High,Low,Home,0,3,Away
712,712,26-07-2020 16:00,Everton,0.9,1.7,Bournemouth,Chris Kavanagh,0.3,1.3,High,High,Low,High,High,Home,2,1,Home
713,713,26-07-2020 16:00,Leicester City,0.3,2.5,Manchester Utd,Martin Atkinson,0.3,2.3,High,High,Moderate,High,Moderate,Away,0,7,Away
714,714,26-07-2020 16:00,Southampton,1.2,2.9,Sheffield Utd,Peter Bankes,1.2,2.9,Moderate,High,Low,High,Low,Away,0,1,Away
715,715,26-07-2020 16:00,Arsenal,3.1,1.0,Watford,Mike Dean,2.8,0.6,Moderate,Moderate,Low,Moderate,Moderate,Away,2,1,Home
716,716,26-07-2020 16:00,Crystal Palace,2.9,1.6,Tottenham,Andre Marriner,1.4,2.3,Low,Low,Moderate,Moderate,Moderate,Home,3,1,Home
717,717,26-07-2020 16:00,Manchester City,2.1,2.8,Norwich City,Craig Pawson,1.3,2.0,Low,Moderate,Moderate,High,Low,Home,3,3,Draw
718,718,26-07-2020 16:00,Chelsea,0.6,0.7,Wolves,Stuart Attwell,0.6,0.4,High,Moderate,Moderate,Moderate,Low,Away,1,0,Home
719,719,26-07-2020 16:00,West Ham,0.9,1.7,Aston Villa,Michael Oliver,0.7,0.9,Moderate,High,Low,High,High,Away,1,2,Away
720,720,26-07-2020 16:00,Newcastle Utd,1.4,1.0,Liverpool,Anthony Taylor,1.0,0.6,Moderate,High,Low,High,High,Away,2,0,Home
721,721,26-07-2020 16:00,Burnley,0.6,0.6,Brighton,Jonathan Moss,0.3,0.5,Moderate,Moderate,Low,High,Low,Away,1,0,Home
722,722,12-09-2020 12:30,Fulham,1.7,2.7,Arsenal,Chris Kavanagh,0.4,2.1,Low,Low,Moderate,Moderate,Low,Away,2,5,Away
723,723,12-09-2020 15:00,Crystal Palace,1.7,1.2,Southampton,Jonathan Moss,1.8,1.0,Low,High,Moderate,High,Moderate,Home,1,2,Away
724,724,12-09-2020 17:30,Liverpool,1.7,1.1,Leeds United,Michael Oliver,1.6,0.9,Low,Moderate,Moderate,High,Low,Away,2,0,Home
